Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2023-01-03 00:00:00-05:00,128.92423659950236,129.53777972145332,122.87781986866916,123.7684555053711,112117500,0.0,0.0,AAPL
2023-01-04 00:00:00-05:00,125.56951966733021,127.32110440506466,123.77835783326215,125.04503631591797,89113600,0.0,0.0,AAPL
2023-01-05 00:00:00-05:00,125.80701406050522,126.44035327195598,123.4616823884138,123.7189712524414,80962700,0.0,0.0,AAPL
2023-01-06 00:00:00-05:00,124.6986773645302,128.93412872931725,123.59032994150238,128.27110290527344,87754700,0.0,0.0,AAPL
2023-01-09 00:00:00-05:00,129.11228573899893,132.02169350888224,128.53831960548445,128.7956085205078,70790800,0.0,0.0,AAPL
2023-01-10 00:00:00-05:00,128.90444246439094,129.89403595356941,126.78671300154889,129.3695526123047,63896200,0.0,0.0,AAPL
2023-01-11 00:00:00-05:00,129.8841504007418,132.12062633545213,129.1023781585197,132.10084533691406,69458900,0.0,0.0,AAPL
2023-01-12 00:00:00-05:00,132.48677761592936,132.86281286375012,130.07216715098443,132.02166748046875,71379600,0.0,0.0,AAPL
2023-01-13 00:00:00-05:00,130.656019148829,133.5159435530184,130.28987441230564,133.35760498046875,57809700,0.0,0.0,AAPL
2023-01-17 00:00:00-05:00,133.42688030875863,135.86127162359787,132.7341679468124,134.52532958984375,63646600,0.0,0.0,AAPL
2023-01-18 00:00:00-05:00,135.39617874680306,137.16754432165283,133.62479807195606,133.8029327392578,69672800,0.0,0.0,AAPL
2023-01-19 00:00:00-05:00,132.6846861145787,134.8321020004952,132.37791457373308,133.8623046875,58280400,0.0,0.0,AAPL
2023-01-20 00:00:00-05:00,133.8721983331851,136.583689774084,132.8232317107928,136.43524169921875,80223600,0.0,0.0,AAPL
2023-01-23 00:00:00-05:00,136.68265050222374,141.82854882417135,136.4649387224491,139.64154052734375,81760300,0.0,0.0,AAPL
2023-01-24 00:00:00-05:00,138.8498692883404,141.67021696013663,138.83997878878998,141.04676818847656,66435100,0.0,0.0,AAPL
2023-01-25 00:00:00-05:00,139.4238211686979,140.94778844428123,137.36546497180777,140.38372802734375,65799300,0.0,0.0,AAPL
2023-01-26 00:00:00-05:00,141.68008106730284,142.74884371962963,140.42329325854868,142.4618682861328,54105100,0.0,0.0,AAPL
2023-01-27 00:00:00-05:00,141.67019877088234,145.69783617068458,141.5910294846458,144.41136169433594,70555800,0.0,0.0,AAPL
2023-01-30 00:00:00-05:00,143.4514967213056,144.03535332871843,141.36345359479515,141.5118865966797,64015300,0.0,0.0,AAPL
2023-01-31 00:00:00-05:00,141.21500196773877,142.8379348478305,140.7993744728372,142.7884521484375,65874500,0.0,0.0,AAPL
2023-02-01 00:00:00-05:00,142.47176699297287,145.0842930380827,139.84935044958516,143.91656494140625,77663600,0.0,0.0,AAPL
2023-02-02 00:00:00-05:00,147.35045560866243,149.6067274198631,146.62805663314577,149.25048828125,118339000,0.0,0.0,AAPL
2023-02-03 00:00:00-05:00,146.48951084456712,155.74221524092275,146.29159518314714,152.89218139648438,154357300,0.0,0.0,AAPL
2023-02-06 00:00:00-05:00,150.98228624419954,151.50676958668788,149.2109054384384,150.15101623535156,69858300,0.0,0.0,AAPL
2023-02-07 00:00:00-05:00,149.07235465259149,153.61458490158566,149.07235465259149,153.04061889648438,83322600,0.0,0.0,AAPL
2023-02-08 00:00:00-05:00,152.2786602948261,152.97137275977542,149.5968551305232,150.33905029296875,64120100,0.0,0.0,AAPL
2023-02-09 00:00:00-05:00,152.17969335931676,152.7239728262669,148.8546584612201,149.2999725341797,56007100,0.0,0.0,AAPL
2023-02-10 00:00:00-05:00,148.1304871155474,149.99375331566142,147.89261658821053,149.66668701171875,57450700,0.23,0.0,AAPL
2023-02-13 00:00:00-05:00,149.6072179924685,152.88777139634084,149.5774860679603,152.48143005371094,62199000,0.0,0.0,AAPL
2023-02-14 00:00:00-05:00,150.76679417039543,152.40212547908195,149.51800808989614,151.83718872070312,61707600,0.0,0.0,AAPL
2023-02-15 00:00:00-05:00,151.74800433724963,154.11674338956908,151.52005454611242,153.94825744628906,65573800,0.0,0.0,AAPL
2023-02-16 00:00:00-05:00,152.14441840515488,154.93933984085615,151.9858532078012,152.3426513671875,68167900,0.0,0.0,AAPL
2023-02-17 00:00:00-05:00,150.99477529042434,151.63898716051196,149.50811855355659,151.1929931640625,59144100,0.0,0.0,AAPL
2023-02-21 00:00:00-05:00,148.8638959311259,149.95411695272674,147.08982549385345,147.15919494628906,58867200,0.0,0.0,AAPL
2023-02-22 00:00:00-05:00,147.54570502168832,148.61609957273427,145.85092499148843,147.58535766601562,51011300,0.0,0.0,AAPL
2023-02-23 00:00:00-05:00,148.7548942959042,149.00267046008142,145.93025509811798,148.07102966308594,48394200,0.0,0.0,AAPL
2023-02-24 00:00:00-05:00,145.8013887677593,145.88067894533623,144.4237540688521,145.4049530029297,55469600,0.0,0.0,AAPL
2023-02-27 00:00:00-05:00,146.39603304549414,147.84303695578296,146.13833623071892,146.60415649414062,44998500,0.0,0.0,AAPL
2023-02-28 00:00:00-05:00,145.741926124705,147.75386713786767,145.52388191532287,146.09872436523438,50547000,0.0,0.0,AAPL
2023-03-01 00:00:00-05:00,145.52387812060013,145.9203138783818,143.72006063966762,144.01739501953125,55479000,0.0,0.0,AAPL
2023-03-02 00:00:00-05:00,143.09567187882521,145.40494716777042,142.61993083245534,144.612060546875,52238100,0.0,0.0,AAPL
2023-03-03 00:00:00-05:00,146.72311530038687,149.76581361862958,146.0194395178274,149.6865234375,70732300,0.0,0.0,AAPL
2023-03-06 00:00:00-05:00,152.42195623733048,154.9096382410585,152.09490505667793,152.46160888671875,87558000,0.0,0.0,AAPL
2023-03-07 00:00:00-05:00,152.33274450947457,152.6598107789335,149.78561404449275,150.25143432617188,56182000,0.0,0.0,AAPL
2023-03-08 00:00:00-05:00,151.45068324166047,152.10481587149795,150.47940502111874,151.51014709472656,47204800,0.0,0.0,AAPL
2023-03-09 00:00:00-05:00,152.1939933444496,153.16527144816123,148.89361378877035,149.2504119873047,53833600,0.0,0.0,AAPL
2023-03-10 00:00:00-05:00,148.8738114378205,149.59731347786158,146.29693372600934,147.17901611328125,68572400,0.0,0.0,AAPL
2023-03-13 00:00:00-04:00,146.49514356859967,151.77773200211703,146.38612147623616,149.13148498535156,84457100,0.0,0.0,AAPL
2023-03-14 00:00:00-04:00,149.9342758651321,152.03541240200406,148.76477990534212,151.2326202392578,73695900,0.0,0.0,AAPL
2023-03-15 00:00:00-04:00,149.84508307563596,151.8867558074207,148.5863761992532,151.6290740966797,77167900,0.0,0.0,AAPL
2023-03-16 00:00:00-04:00,150.80647527481747,155.06822795817413,150.29109666302523,154.46365356445312,76161100,0.0,0.0,AAPL
