Opening_Price,Closing_Price_Previous_Day,Daily_High,Daily_Low,Trading_Volume,Market_Cap,P/E_Ratio,EPS,Beta,Dividend_Yield,50_Day_Moving_Avg,200_Day_Moving_Avg,RSI,MACD,Stock_Price
0.6203030900433798,0.6449822620531418,0.3743827847146187,0.20826782126756904,0.7203202132860334,0.8111178727406951,0.13860149809820177,0.48682942793742134,0.2487156819788625,0.16810686120613372,0.7343253134949991,0.538096935472837,0.21618533237866777,0.3100000112115451,641.7014709360642
0.9666536713277424,0.8486795647085567,0.8799467428731284,0.460012097080708,0.623807263920875,0.3767677402044116,0.07771197568889054,0.40106931065678253,0.5939807532071447,0.2871442707681314,0.8479505747274158,0.15110015917459863,0.3671290894369199,0.12490390532420292,816.4059275031351
0.40483213398522533,0.03966130497427045,0.27254939506164544,0.4007352551136837,0.47816536327669157,0.5436963584751419,0.2749911297899189,0.5230413346148723,0.5090046215620598,0.3161780508762084,0.8302003306564782,0.5456411265935651,0.332269718746545,0.9473385120807765,288.57685291936355
0.845112413071161,0.9825878115518009,0.6922338746454207,0.37822290550604687,0.2808606666790123,0.663317843674481,0.9808165824953037,0.6267150801038488,0.8816149409898382,0.3291034310477686,0.4069537824742556,0.9062752395893533,0.7568667019578188,0.9814103203679058,981.4280804800965
0.7747642097322419,0.44851570721823175,0.5310680198223631,0.9005154924631367,0.5516467360980479,0.2553973741644452,0.43561981276994943,0.5163159888491179,0.09671983355112956,0.7437626742528902,0.10935393335497301,0.40491771336880567,0.8046224415404045,0.4675703616132969,439.4657393139495
0.842015519718508,0.341881322056115,0.9576362939984354,0.20946843180523556,0.03826414498930131,0.8724265429904186,0.7522027159504082,0.2319838370673728,0.9847416071366739,0.5022801292685278,0.9510654401441635,0.5050287713869993,0.471874586771291,0.44913853714446506,295.9437546594936
0.3348752761329502,0.5337014971765517,0.45255466194856786,0.03674687662355414,0.2604352334235025,0.2131228001055584,0.8674356023210665,0.5988699772268414,0.7636831004497274,,0.64403927252641,0.9826099914047444,0.3117640516521296,0.18626718231289385,348.4493340014578
0.40330988799291145,0.470799414935808,0.8953615428525851,0.5599404390366763,0.292180999418017,0.7426342828675209,0.5058319371390709,0.16213194527517016,0.5768197875912522,0.9113945368072839,0.8426226174758201,0.5868099726353311,0.37708317388498813,0.08697875106421116,519.5860529671238
0.4696489233316238,0.7520794375295792,0.3602737197330106,0.2354468255516644,0.9313797192709534,0.8215557004579924,0.6382756194201447,0.13678334392051938,0.14490884040617302,0.10321959145577897,0.6162966668927432,0.115562796473336,0.842627198862633,0.9929650018193221,936.7015645071273
0.36634818470866526,0.45366984696709745,0.7116671769856787,0.9371530063257658,0.8940937735563851,0.057591828749848584,0.16907180255676502,0.7545971985577923,0.6888931080324473,0.13321859404012326,0.5020645820015677,0.7808146310852956,0.21878068226269365,0.8712876357346663,735.1587979194005
0.05297177482036797,0.7821950850680739,0.6158188997898703,0.3151993466543491,0.7209325483419113,0.7823657951511597,0.9338989713039693,0.3677746721542636,0.6860167359799549,0.6026162769346909,0.5252060694570885,0.8904164741550379,0.0031673141384003234,0.28211160610359765,577.1096494637823
0.5382772395448301,0.17829326163655235,0.9078665337327583,0.6475951176130154,0.4778829946319899,0.8147017590666545,0.4508861914651038,0.5586530119300095,0.0027509955539209985,0.36570053019507354,0.13879047235096975,0.689688680662291,0.4790269589757338,0.3017575572502308,162.81038797986182
0.4678323393717424,0.20962988795134618,0.9250866324861405,0.053972632550913,0.8654170352961204,0.5113587887333509,0.6189464961388172,0.3026056209087038,0.9666976167943213,0.2818509585194898,0.5888779971403043,0.9934167051071289,0.8810943963834458,0.5363298252861061,149.35331089087168
0.9903745229672121,0.7013698617326146,0.20870041614180934,0.4055962104358064,0.334493334011551,0.34401370827118916,0.7604564393598663,0.5842629272727936,0.03809271158952854,0.877448483650976,0.29679614048016456,0.9970748769131437,0.9541907303347857,0.9405307166819652,502.19691381356404
0.8111276040639737,0.22061333168354258,0.532632744028782,0.2243026268249746,0.2596754555889492,0.6109517694362774,0.04083354535306338,0.9694585668207076,0.9186731725779644,0.38076757215771984,0.5154224480069131,0.466119419267759,0.8821997786174698,0.688601876316111,728.7087046016492
0.27811124742435644,0.4468412544652969,0.42896597568676376,0.9593351682839186,0.17531091051463965,0.08957633729442904,0.8806188321616902,0.8966859895058709,0.8717390879121647,0.5109769156255564,0.6597444282694604,0.5633630475609839,0.06944782605440092,0.5958348969007224,751.0121727551101
0.013614147256100884,0.32498740955708616,0.932292575873167,0.3040452696358076,0.9398266426442479,0.25013395714924425,0.31456224046153247,0.6284074964385535,0.7616269727892948,0.501387768004884,0.8821156871941555,0.04024042161061925,0.9221948386343706,0.19630779989540803,225.9143838762584
0.8842387450846559,0.4008631794863805,0.8327570558710377,0.6716655498036951,0.1759416324782621,0.9180475698814484,0.24551739048845966,0.24414011869499908,0.8141788966373805,0.10587325557252103,0.22203590637046033,0.5036775734210623,0.8304770286866243,0.1474839747372675,100.09951284725327
0.5476682345123464,0.7112405918029395,0.8605952247159513,0.9355655602022196,0.7846399144689324,0.6528283982220019,0.43362008531276586,0.11211015418841963,0.7097371925255213,0.9927373044754869,0.7367605947320999,0.01671109373772628,0.49625997804183875,0.6146466324829039,384.4609892537895
0.689674201102843,0.7197258356007086,0.558108441216524,0.22336033273424027,0.9422006614765467,0.6966664676636619,0.23684003686940946,0.3223218322702729,0.9219276706303697,0.8874851867073358,0.4051464383580896,0.03830722199145098,0.048497368893938186,0.28391829091838905,918.1725432440743
0.6291222193389995,0.5841946353345618,0.6338277869439427,0.7172829719321067,0.019032253592738413,0.10508559517244287,0.35948345182721264,0.15485999752158175,0.07532004254455416,0.6409643959973319,0.815336477491099,0.7526266574342825,0.8170397786091792,0.6658565440578772,545.3672526693822
0.7353453218142022,0.2717787742083013,0.9930080362841643,0.1831656544938871,0.2144938743893825,0.28892183181584685,0.9753324301065789,0.9882885893539061,0.7948937497064975,0.6290575985596337,0.5200625751846134,0.9706208456868457,0.6956228028582475,0.9447301283260302,320.09976683177433
0.3165507994776239,0.33377479226956563,0.8547245941184356,0.14985492058529437,0.9459278612960758,0.5074743546634075,0.9264138785836977,0.3367927887258131,0.715958904139397,0.48287512197268967,0.626803630245473,0.5043724931391522,0.9671156173713614,0.6921053978139172,323.63766833912166
0.2513189686263154,0.9096769219050845,0.29402973815510436,0.3716050993008563,0.10212369802021337,0.8999665197961908,0.286112023227863,0.25891761793138235,0.9202625979949539,0.8055268624050334,0.1410789215193744,0.7693245039036807,0.9130330980537907,0.07851121821074392,132.08704522218494
0.8252149949045731,0.547420051873056,0.6691974493788007,0.4928543389049369,0.6978030849052786,0.034097861666753215,0.7627067232232837,0.03334369785895841,0.45529984774734344,0.15096499313029488,0.8235742773513072,0.3136609091756686,0.4540935446043325,0.4287507412983116,473.22373610615796
0.7725019656847065,0.4811443597959755,0.7889583350103461,0.07350827680267524,0.1915939679029951,0.5515342496463607,0.947088324752695,0.07475784672178032,0.04308421615686431,0.15655067492785568,0.6411531288601565,0.39899291667024717,0.8255523794176862,0.07193315148136581,791.3626785148384
0.19641408681470107,0.3000264054648957,0.6267300866887853,0.6851726903015473,0.12420329396377383,0.9438047089917395,0.34104413519020915,0.7131687630002831,0.5242077189476988,0.22275811354710662,0.8462283231154111,0.8182380281919299,0.3960718539166901,0.5886075856938554,968.5586915273414
0.25782569593593974,0.6898516287463015,0.3090268126204314,0.8440787343822349,0.2173851042772743,0.01480342281846414,0.26850804196791844,0.1910524864594867,0.5082864397249243,0.2037032916565763,0.7631898707194947,0.24137063800400393,0.7069681799126557,0.578470923013724,501.5949999579754
0.9862498564718843,0.9999009770092316,0.86952608331733,0.7599833692987511,0.38645641400057373,0.7532767271313036,0.9566755370794907,0.02337757539544416,0.5379147001977388,0.2179983043884346,0.5578763158688504,0.46644708975889115,0.5757685815522844,0.5509622214187242,167.21491584268844
0.960107039168562,0.5521861089347361,0.8462320881248673,0.3198202868008465,0.4381006887910489,0.4704134760448099,0.2787280433353797,0.37979026147795525,0.5985130794667752,0.5801877633045324,0.6364353445734805,0.35181791542014107,0.3158314951530571,0.6116178827541631,682.9503998028646
0.13286174842752496,0.25303154353213997,0.04212773695299521,0.07261085259608013,0.24338327926060888,0.019529280296919027,0.24541059208746152,0.654976323062026,0.06110707846893304,0.436736677794641,0.9131087869195494,0.791284828925401,0.3054375022948572,0.924805479191647,756.7913427452953
0.32964649674772484,0.07251549633756249,0.9940559567681135,0.8700225271891717,0.46593278330109233,0.6663765241924039,0.6712280778566702,0.19448223073046034,0.2000486331536323,,0.911573140137698,0.00999377485857078,0.7825056359493593,0.05752678371465414,71.6997494231022
0.47822211488311783,0.6378728330734764,0.6867592670824648,0.05847926361591138,0.41860361738396823,0.5838372605023247,0.06604553730600693,0.13509455659530978,0.6636489895040385,0.5216381965906517,0.16182866126829054,0.5352393369147335,0.9126923734444158,0.015587584775363927,850.1391296312288
0.6426337734858546,0.07365043460534193,0.006449442964700847,0.1506544886606338,0.4229066318539193,0.802343998981953,0.28178549660455865,0.6256732123887586,0.41115663795530666,0.23433179196600795,0.5142471142828586,0.7974644903726232,0.8324923700561442,0.8465195318772367,829.3223899958574
0.3385578125549794,0.793456064715753,0.21217845510890787,0.7384251012428833,0.9483844262726167,0.01374383469095719,0.440363931178798,0.6477709884140046,0.701775770487553,0.1760877582692022,0.9721832752385928,0.615265367970973,0.16434060122826777,0.02052251171251529,472.54105403911797
0.7832641987897759,0.07970473944545908,0.14105092107023653,0.5748300268556906,0.6035055034496197,0.6868871185923985,0.39351401266362074,0.7738986689668229,0.9743585996158887,0.271094943079883,0.7030286165379459,0.9284686523951569,0.6862867626170427,0.6811094986442595,560.4225186158683
0.2237725690852066,0.5351302003196929,0.5625228436045802,0.7001295624559528,0.9968214498961826,0.03364382254376208,0.06523266126748684,0.07795006943091876,0.7429791344889568,0.13635379511075751,0.6224518744903452,0.32466887789345844,0.457319956210711,0.2156631598174139,713.4080637109191
0.8661065613045421,0.5861503241630264,0.9445632635822526,0.5745962497043295,0.12390803059694666,0.17087043383847544,0.9890739763678472,0.7255651973308678,0.04927875002908966,0.7037810050346648,0.41217304680961164,0.3072083868231905,0.15406079373053427,0.8399039545565656,676.7481250628593
0.0638413789891007,0.2898354623796403,0.3063828938257044,0.16090528396350035,0.5081848832868703,0.011702626810892625,0.3009755154104091,0.933629444033064,0.3105295693420057,0.3604593871067516,0.4731650482340716,0.5616933748514747,0.808708644820744,0.19032122315601763,16.53597819320907
0.8717463771925572,0.7575493571438894,0.7226503346615553,0.08680457371463524,0.02164068997458468,0.594012700908084,0.8631339625231612,0.5844414641406359,0.21323486544553083,0.09051989794921322,0.699596452817735,0.7217702773178095,0.17253170068710866,0.028190315496536278,122.43530384848577
0.408283513223197,0.5827187021330221,0.7060024095671912,0.8099450091529028,0.6105374273067323,0.11088060859848503,0.6825816721424148,0.984176642894882,0.9055845845974039,0.8716689092695127,0.30217015335834085,0.7507881764540006,0.8511034459651455,0.6783262046312631,162.5905557812457
0.2505617565679805,0.9538339718749583,0.4508194114586759,0.1298055586658794,0.109777895057392,0.6475189872990458,0.43770964641673915,0.09448387517896362,0.7403645721560946,0.7993251672586197,0.7254156307864513,0.2022608776840129,0.6897754559960694,0.010722802894385097,755.6758890720988
0.3051121396784092,0.39882153140754373,0.8352469488855016,0.3903943730694043,0.011269446189398291,0.3523464118280094,0.4989240983592872,0.9490047866727734,0.9410343037895448,0.18087403822141157,0.18514654173945155,0.1633814564645505,0.7889219324141032,0.006022040368406367,440.08356289238003
0.12717719819187734,0.537959631644099,0.24756206688676552,0.09235645823926208,0.3598780123338343,0.2742076050602448,0.5111043065142845,0.9792335938301958,0.12430463681491843,0.3727267048340943,0.9319850178724747,0.8768730434938226,0.3942710347842806,0.6989532645197365,545.5026263868251
0.08785701358134557,0.7125410555436151,0.9728577294847415,0.5374881528341916,0.49849022703441426,,0.6337881989072919,0.5904372807789149,0.6519330594757505,0.026083286684721818,0.5487234883490736,0.594934843497373,0.20753013541280219,0.20833285748853603,772.6874368954841
0.2762181685109498,0.7117215917272376,0.6062660635323717,0.8457626461178046,0.2956585718430982,0.9120680598883183,0.7437061619833584,0.39501167001369697,0.09526206562545592,0.2569836624874825,0.9567682172148503,0.31036337588407936,0.32990096014906445,0.18958893109771702,340.9822690640908
0.8068506011387654,0.27564423024227735,0.33025824836885564,0.4143481084316266,0.4337282797746097,0.4113407904150217,0.5037436953747286,0.8145128796164033,0.819285040742022,0.7983131337633469,0.10112483911648751,0.7996788032748141,0.12025177348657679,0.12472377005225799,748.8902273187731
0.9478627716349608,0.8193978447055413,0.5524104668680087,0.8749702044778621,0.9893646425518628,0.6106420666317776,0.612898436981518,0.754427029159928,0.23213895236533277,0.16712486151879935,0.7595807500150725,0.3449047949941023,0.135070356305934,0.31487772591774976,442.29927462955965
